effect,group,term,estimate,std.error,statistic,df,p.value
fixed,NA,(Intercept),0.0358996024778818,0.023898938045195203,1.502142162550996,13.999918433944547,0.15527721941617773
fixed,NA,SpeechStyle,0.33926421437675547,0.03827703409679591,8.86338825309233,16.863122607861033,9.394745129244813e-8
ran_pars,subj_id,sd__(Intercept),0,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,NA,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.08801993317940465,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.028406929623976316,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.30049240656667864,NA,NA,NA,NA
fixed,NA,(Intercept),-0.002926893375838125,0.02501114193268403,-0.11702358027936831,13.845462269744342,0.9085219460230864
fixed,NA,SpeechStyle,0.3380972691650784,0.03709097172081618,9.11535215927847,13.518161770756532,3.835668040260515e-7
ran_pars,subj_id,sd__(Intercept),0.019580567224897923,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,0.9999999999999999,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.061301019771886435,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.02180678991775994,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.3250029713863438,NA,NA,NA,NA
fixed,NA,(Intercept),0.016362541066753594,0.02219976499442262,0.737059201791751,13.993435187716608,0.4732641673640807
fixed,NA,SpeechStyle,0.31452755779887487,0.03789752064801017,8.299423086807904,19.011462264189092,9.625608741552126e-8
ran_pars,subj_id,sd__(Intercept),0,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,NA,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.1039880308094549,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.01763500233398277,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.2952277718294602,NA,NA,NA,NA
fixed,NA,(Intercept),-0.002557383994210213,0.02760922680299395,-0.09262787445872588,14.063870926806299,0.9275057563507589
fixed,NA,SpeechStyle,0.37184733705471784,0.04209183513728334,8.834191615593156,15.048673170827502,2.4244949520622724e-7
ran_pars,subj_id,sd__(Intercept),0.01349208148441246,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,0.9999999663151331,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.07935038214971712,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.0434028122834351,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.315734282037342,NA,NA,NA,NA
fixed,NA,(Intercept),-0.025374354372845676,0.028417976925285086,-0.8928979863541473,26.092086489973124,0.3800734807335848
fixed,NA,SpeechStyle,0.3847256378225827,0.03144471662311467,12.234985051185834,159.08668171444415,1.1090934597803692e-24
ran_pars,subj_id,sd__(Intercept),0.08879253032023704,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,-1,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.027107267739156567,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.30328653725419,NA,NA,NA,NA
fixed,NA,(Intercept),0.02504501644281193,0.024048778784040256,1.0414257067985846,22.99999301893876,0.30850201164294316
fixed,NA,SpeechStyle,0.3653773165295731,0.037687970082332205,9.694799580114791,23.000057432985464,1.3674665252948925e-9
ran_pars,subj_id,sd__(Intercept),0.05727457809413222,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,-0.38031608908984543,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.11353170569398799,NA,NA,NA,NA
