effect,group,term,estimate,std.error,statistic,df,p.value
ran_pars,subj_id,sd__SpeechStyle,0.2375615861652745,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.07499867613377394,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.2984826134403781,NA,NA,NA,NA
fixed,NA,(Intercept),0.2500436016854097,0.10036886176631696,2.491246760051656,8.086542143991936,0.03714827284949586
fixed,NA,SpeechStyle:age_subj,-0.09387056126714383,0.16668612028812044,-0.5631576348701776,24.75718059137915,0.5783927891505287
ran_pars,subj_id,sd__(Intercept),0.081607150311331,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,1,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.12537326408439267,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.2646956491765142,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.29171839548298917,NA,NA,NA,NA
fixed,NA,(Intercept),0.1836239405795054,0.08148567984570866,2.2534504335877577,7.038435118227504,0.05869459247184019
fixed,NA,SpeechStyle:age_subj,0.521350362331764,0.22117895121979955,2.3571427545728123,20.890825965404513,0.028253408834658125
ran_pars,subj_id,sd__(Intercept),0,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,NA,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.21004358850358254,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.2119152843102116,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.332655553880373,NA,NA,NA,NA
fixed,NA,(Intercept),0.2079944531799887,0.06404454359954717,3.2476529847807254,7.232789909391473,0.013478001865224486
fixed,NA,SpeechStyle:age_subj,0.26033368727276296,0.16168034266806552,1.6101752567857655,20.932224631739288,0.12233772125066725
ran_pars,subj_id,sd__(Intercept),0,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,NA,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.17389167856843668,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.16294877717115683,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.3044954224732536,NA,NA,NA,NA
fixed,NA,(Intercept),0.15251695275410604,0.10417470143397778,1.4640498187630118,7.0408289027019535,0.18634833214058136
fixed,NA,SpeechStyle:age_subj,0.18109179569572148,0.1460979102276795,1.2395235182591413,20.7310313441594,0.22900076185468948
ran_pars,subj_id,sd__(Intercept),0,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,NA,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.15161054532883156,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.28466789961934663,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.29796365641129174,NA,NA,NA,NA
fixed,NA,(Intercept),0.18896124157018684,0.04884051447427644,3.8689445351708955,8.242995845819175,0.004484347475739274
fixed,NA,SpeechStyle:age_subj,0.2893806450985667,0.16550079855900718,1.7485150985261968,21.24839774039836,0.09480939154032665
ran_pars,subj_id,sd__(Intercept),0.0311107594567111,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,1,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.12944336619956995,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.11126842248936843,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.305231402370508,NA,NA,NA,NA
fixed,NA,(Intercept),0.16795092178184634,0.08527076480716383,1.9696190383850798,8.807159578633838,0.0810921092410527
fixed,NA,SpeechStyle:age_subj,0.4248190661377699,0.15481957670102947,2.743962199032062,26.914676385352312,0.010671439707244395
ran_pars,subj_id,sd__(Intercept),0.0948423927474219,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,1.0000000000000002,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.10959379729230169,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.21739918827427734,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.29134504512138804,NA,NA,NA,NA
fixed,NA,(Intercept),0.1751809831499622,0.0790170976783889,2.2170009820276406,7.375126748387148,0.060233374301770753
fixed,NA,SpeechStyle:age_subj,0.37102042440093025,0.2021925359510055,1.8349857607544644,21.693365626878002,0.08025829504837768
ran_pars,subj_id,sd__(Intercept),0.09459617080034712,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,-0.5715611924127751,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.24977498872734102,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.20452541172851427,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.3286713280410604,NA,NA,NA,NA
fixed,NA,(Intercept),0.1343679793951467,0.09759305978055631,1.3768190043152755,9.271929901444818,0.20089822444118136
fixed,NA,SpeechStyle:age_subj,-0.044849646816674686,0.24072031972462307,-0.186314337185915,20.78442342993242,0.8540047463651212
ran_pars,subj_id,sd__(Intercept),0.12483562299398279,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,0.6326519463501488,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.24054393654678416,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.23889328190679854,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.29849938044120666,NA,NA,NA,NA
fixed,NA,(Intercept),0.20149224605507093,0.05037550560875136,3.9998059298896087,6.2019108711350475,0.006653715394001949
fixed,NA,SpeechStyle:age_subj,0.31161856464124965,0.21831930821118975,1.4273522905257994,19.711205403088332,0.16912939378891717
ran_pars,subj_id,sd__(Intercept),0.0892854157493692,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,-0.543373627300203,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.31070025675675317,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.10974191093264103,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.30223430114874716,NA,NA,NA,NA
fixed,NA,(Intercept),0.21885432258520446,0.10584302171498548,2.0677255716917857,7.905983430234611,0.07289962821316325
fixed,NA,SpeechStyle:age_subj,0.30809153928349714,0.17435875928018926,1.766997772612062,21.608869388344345,0.09135099115739866
ran_pars,subj_id,sd__(Intercept),0.12654306893057124,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,-0.09420279753588082,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.18082778563070123,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.2813086132434946,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.2775233884654315,NA,NA,NA,NA
fixed,NA,(Intercept),0.11677850406881357,0.1048383579157533,1.1138910069790984,7.593442554970738,0.2993380889893924
fixed,NA,SpeechStyle:age_subj,0.419828444007922,0.24433307455541672,1.7182628457970046,21.299172177067664,0.10025315949275629
ran_pars,subj_id,sd__(Intercept),0.04660544228455436,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,0.999999998300976,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.26181556595799554,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.27343618572617234,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.2824335100374722,NA,NA,NA,NA
fixed,NA,(Intercept),0.21085946874434694,0.08187550976148067,2.575366789881635,7.364704612847731,0.035174541317380445
fixed,NA,SpeechStyle:age_subj,0.2292343425960097,0.15288683235236894,1.4993726998521189,20.996264966130827,0.14866371085682625
ran_pars,subj_id,sd__(Intercept),0.051014626209857514,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,0.3827839579578219,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.15403073067631023,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.21432427394658013,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.3072041920149593,NA,NA,NA,NA
fixed,NA,(Intercept),0.2698650283440902,0.05812048268456819,4.643200054079097,11.459907120894023,6.399595905998363e-4
fixed,NA,SpeechStyle:age_subj,0.32626440209742413,0.22098776068629472,1.476391276531264,20.27847400636959,0.15519997422533552
ran_pars,subj_id,sd__(Intercept),0.10863564355913412,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,0.6595354268197513,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.22876929570365362,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.11133964349073415,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.28280017948133807,NA,NA,NA,NA
fixed,NA,(Intercept),0.11878145671322939,0.10169690700069689,1.1679947819102838,8.802747067744088,0.27346871380383886
fixed,NA,SpeechStyle:age_subj,0.21392197762773524,0.1729469944853,1.236922204195448,29.94957181505343,0.2257275632962526
ran_pars,subj_id,sd__(Intercept),0.12158985869088738,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,1,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.11112350631234615,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.2614242751962737,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.30242368233691536,NA,NA,NA,NA
fixed,NA,(Intercept),0.12021522715642347,0.07005036058673196,1.7161257436723758,9.954462482365331,0.11703840845638243
fixed,NA,SpeechStyle:age_subj,0.25173270486056176,0.2278667065271587,1.1047366624863144,21.687902360437235,0.28137963520479714
ran_pars,subj_id,sd__(Intercept),0.07773089271960741,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,0.774014201980187,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.2510503044288533,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.1567615393586663,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.3037047559891387,NA,NA,NA,NA
fixed,NA,(Intercept),0.2126468372457997,0.06718251127936711,3.1652112014917657,6.9947695204783615,0.0158286248557775
fixed,NA,SpeechStyle:age_subj,0.18348666906901656,0.15642180283322737,1.173024896437519,21.306904223449724,0.253733296709506
ran_pars,subj_id,sd__(Intercept),0,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,NA,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.1330099865930301,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.1704630781003023,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.32960506410068385,NA,NA,NA,NA
fixed,NA,(Intercept),0.1652680647139562,0.06542273462556163,2.526156475418616,7.802880440830476,0.03616473865527052
fixed,NA,SpeechStyle:age_subj,0.007897371585008306,0.37197257688717855,0.021231058620226256,21.221008253490886,0.9832597049130648
ran_pars,subj_id,sd__(Intercept),0.10859723686334301,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,-0.22786281693350033,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.3230387975148164,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.1471601993175354,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.2920251852185945,NA,NA,NA,NA
fixed,NA,(Intercept),0.09637130194505494,0.08031027580105389,1.1999871869919576,7.016349777227676,0.2690893566577777
fixed,NA,SpeechStyle:age_subj,0.6129221052869231,0.21203977747360023,2.890599644037234,20.469879067907335,0.008900038457126003
ran_pars,subj_id,sd__(Intercept),0,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,NA,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.23390026496301358,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.20863507944304777,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.3062479319823697,NA,NA,NA,NA
fixed,NA,(Intercept),0.19034721678584263,0.08165271727894252,2.331180432557771,8.581296316466085,0.04598720649747226
fixed,NA,SpeechStyle:age_subj,0.4248651637519501,0.18083983811070115,2.349400265951736,21.419329092067233,0.028460172607347973
ran_pars,subj_id,sd__(Intercept),0.10764151122669313,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,0.16148125153663662,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.1642386214323937,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.20637409489477698,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.3033056562356321,NA,NA,NA,NA
fixed,NA,(Intercept),0.15101848613180158,0.07676495078177038,1.9672843477894135,11.348016528581452,0.07407684784715077
fixed,NA,SpeechStyle:age_subj,0.17626275857635967,0.1879912094241046,0.9376117059745822,30.841531884007576,0.3557289019149903
ran_pars,subj_id,sd__(Intercept),0.13927108026043625,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,0.9999999935612238,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.11280442150673374,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.1733617609848269,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.3217577705379926,NA,NA,NA,NA
fixed,NA,(Intercept),0.15140920548667752,0.05868717655586595,2.5799367829963145,7.070483018931838,0.03616424422297958
fixed,NA,SpeechStyle:age_subj,0.31625337893327354,0.21319068083212112,1.4834296588334932,20.875753334095734,0.15290188245234387
ran_pars,subj_id,sd__(Intercept),0.06980442336018375,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,-0.500418518625918,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.2819873228075323,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.1432593853608811,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.2600738219169289,NA,NA,NA,NA
fixed,NA,(Intercept),0.19921389596923134,0.04860848406589115,4.098335913936079,4.842649359606284,0.010019854531812361
fixed,NA,SpeechStyle:age_subj,0.6505085582670423,0.27370014804266973,2.3767197895911565,16.234055951614728,0.03009017037737901
ran_pars,subj_id,sd__(Intercept),0,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,NA,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.2607772700182029,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.10330281416153599,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.3101157459078086,NA,NA,NA,NA
fixed,NA,(Intercept),0.11397005216884583,0.07960578096924194,1.4316805988359256,8.437419228071755,0.18821732852122824
fixed,NA,SpeechStyle:age_subj,0.41071939033716615,0.17283706059722073,2.376338667864215,26.01146719578949,0.0251323027990931
ran_pars,subj_id,sd__(Intercept),0.0816535180922562,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,0.9999999945577849,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.09869218732904537,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.20258075501956047,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.3111428640330907,NA,NA,NA,NA
fixed,NA,(Intercept),0.11608555004407095,0.06262110192541782,1.8537768655417413,7.131205203526175,0.10539987879180654
fixed,NA,SpeechStyle:age_subj,0.5218200514102505,0.1766757305466182,2.953546872543207,20.49206024510931,0.007717603096409405
ran_pars,subj_id,sd__(Intercept),0.054839388469049184,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,-0.0690076018093287,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.2172283503251009,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.15256904647709,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.2985823072474552,NA,NA,NA,NA
fixed,NA,(Intercept),0.16658714811763142,0.10821527108548076,1.5394051731020653,7.343829998707346,0.16560792622251233
fixed,NA,SpeechStyle:age_subj,0.49254557869148263,0.16607879844117934,2.965734237690364,21.46936335177461,0.007261785153404314
ran_pars,subj_id,sd__(Intercept),0.06531372520683065,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,0.30610943384444267,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.14521572472561012,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.2929371721271642,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.3011354650663712,NA,NA,NA,NA
fixed,NA,(Intercept),0.2623656668850358,0.09486615100499514,2.7656404745589507,8.24945965854618,0.023757370095377393
fixed,NA,SpeechStyle:age_subj,0.1494715534246491,0.15728998576980005,0.9502928790610133,21.837957142984784,0.3523629634847728
ran_pars,subj_id,sd__(Intercept),0.11092516726933119,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,0.6022937986053799,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.07697926553349309,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.24765159075348003,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.3056745153751019,NA,NA,NA,NA
fixed,NA,(Intercept),0.1514038613053527,0.08023767266196814,1.8869423337239517,6.844651589370964,0.10208119147247204
fixed,NA,SpeechStyle:age_subj,0.5992056561750155,0.18395235513248537,3.257395947681443,20.972431972895674,0.00377059147331985
ran_pars,subj_id,sd__(Intercept),0.13765891897972257,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,-0.5854148045011214,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.2711011356277677,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.20642026469594565,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.2968504025841045,NA,NA,NA,NA
fixed,NA,(Intercept),0.19327693188534908,0.07491413360999079,2.5799795388619837,8.061450338767079,0.03241472701087486
fixed,NA,SpeechStyle:age_subj,0.505566784860237,0.18660599094772298,2.709274135801298,21.04207259582424,0.013122330152725774
ran_pars,subj_id,sd__(Intercept),0.15300431720821506,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,-0.4640303282811676,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.24362708697981747,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.1850393058390133,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.29553686771659043,NA,NA,NA,NA
fixed,NA,(Intercept),0.24591809163952874,0.08439487324523276,2.9138984654310147,10.055775791580725,0.015376125197455282
fixed,NA,SpeechStyle:age_subj,0.24507618976235912,0.17594193340963907,1.3929379143047003,28.635578162756918,0.17435930499810293
ran_pars,subj_id,sd__(Intercept),0.1205831394831191,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,1,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.1417748789320304,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.2034097149349583,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.2979998967606317,NA,NA,NA,NA
fixed,NA,(Intercept),0.25192112792632576,0.07059360944258196,3.568610953817688,6.234659521521601,0.011065041458856997
fixed,NA,SpeechStyle:age_subj,0.6325007642024649,0.16634901646997344,3.8022513004555902,20.66404968162422,0.0010655048387140566
ran_pars,subj_id,sd__(Intercept),0.10264209626532571,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,-0.6624471393386393,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.2410314781275181,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.18119381464504147,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.31946658050235544,NA,NA,NA,NA
fixed,NA,(Intercept),0.20184317647809674,0.06106125246144638,3.3055852662953322,7.723062092252755,0.01131666955430954
fixed,NA,SpeechStyle:age_subj,0.7029841403922564,0.1980774816615143,3.5490361372503436,24.091134380736683,0.001624861072280273
ran_pars,subj_id,sd__(Intercept),0.19916071233991453,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,-0.8397790603305297,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.29955104934235105,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.14070217946723673,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.2891488289220306,NA,NA,NA,NA
fixed,NA,(Intercept),0.13519200862531197,0.09734248677985201,1.3888283841675397,8.478468838373027,0.20027917355335959
fixed,NA,SpeechStyle:age_subj,0.33179110784460875,0.1885704967106401,1.7595069941070343,21.23190890626648,0.09289466677750659
ran_pars,subj_id,sd__(Intercept),0.10504575581968506,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,0.5903885931657464,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.17364440831502123,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.24948248157493533,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.31115746711641146,NA,NA,NA,NA
fixed,NA,(Intercept),0.1367953396472114,0.09191165599549027,1.4883350557183237,7.313673755633274,0.17845960639815597
fixed,NA,SpeechStyle:age_subj,0.44955848142580696,0.17593823612138634,2.5552062549702943,21.82395049616394,0.018110696573567623
ran_pars,subj_id,sd__(Intercept),0,NA,NA,NA,NA
