effect,group,term,estimate,std.error,statistic,df,p.value
fixed,NA,(Intercept),-0.09422190527773865,0.04188651499868806,-2.249456782945294,11.663020760552689,0.04464044980832348
fixed,NA,SpeechStyle,0.48670368826177346,0.07509977579195377,6.480760869514063,20.183121172113363,2.4473142541488932e-6
ran_pars,subj_id,sd__(Intercept),0.0759844341900154,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,0.18779744374048435,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.2503830137910688,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.07279923303441176,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.3013467348641071,NA,NA,NA,NA
fixed,NA,(Intercept),0.07002441102173268,0.04227137766043096,1.6565443308766479,11.216765946449398,0.12529074117732733
fixed,NA,SpeechStyle,0.22090532037459143,0.06313592353333061,3.4988847554906117,13.176974946482977,0.003849525808873451
ran_pars,subj_id,sd__(Intercept),0.05473859835499666,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,1,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.12605702972297636,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.08073045090732077,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.2879471607652181,NA,NA,NA,NA
fixed,NA,(Intercept),-0.09796236885346674,0.05938107815362231,-1.6497236476581374,13.377657977011703,0.12227130981336687
fixed,NA,SpeechStyle,0.43674557769970507,0.08656075332897989,5.045538086294426,14.710897805969214,1.5381117341525216e-4
ran_pars,subj_id,sd__(Intercept),0.11804438293990578,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,-0.4269227488534505,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.1960660394956279,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.11871160318821695,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.2931461412478241,NA,NA,NA,NA
fixed,NA,(Intercept),0.13028931747530048,0.0723451912794551,1.8009395672480668,10.547480759934878,0.10033456360505284
fixed,NA,SpeechStyle,0.3055441908654962,0.11650737624637893,2.6225308706580077,16.39968460953883,0.018206123635497323
ran_pars,subj_id,sd__(Intercept),0.06297819934687668,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,-0.19281485932807302,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.2872004087758148,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.1632911222363019,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.29989623037834945,NA,NA,NA,NA
fixed,NA,(Intercept),0.09695711735400384,0.06005643436752144,1.6144334637095656,13.882693486645918,0.12892486936985087
fixed,NA,SpeechStyle,0.3332094737325131,0.09900785068704401,3.365485377374385,20.772257050145445,0.0029583135913404776
ran_pars,subj_id,sd__(Intercept),0.12694283064268572,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,-0.06961493892527322,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.30718896076852414,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.1175952514859337,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.30133256519830043,NA,NA,NA,NA
fixed,NA,(Intercept),-0.05176538953052608,0.05513386615424292,-0.9389036746617195,14.909011711163723,0.3627433272047389
fixed,NA,SpeechStyle,0.5264354604042717,0.0816225039672255,6.449636250018198,16.943951212015865,6.089112776872845e-6
ran_pars,subj_id,sd__(Intercept),0.12880122548848535,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,-0.14631046855182436,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.2171760428921955,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.10390131125282949,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.28123461155950236,NA,NA,NA,NA
fixed,NA,(Intercept),0.03716484685880393,0.05898483127962105,0.6300746488978124,13.113878165902236,0.5394698426606782
fixed,NA,SpeechStyle,0.3936911779211599,0.0887122518943964,4.437844486123655,15.86229896333446,4.216680444591946e-4
ran_pars,subj_id,sd__(Intercept),0.11311918099662303,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,-0.3894073531010236,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.2178681483714291,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.11919375081526429,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.288546332463856,NA,NA,NA,NA
fixed,NA,(Intercept),0.03164822554615395,0.04823085645329516,0.6561821181176999,18.24368576937675,0.519898031689209
fixed,NA,SpeechStyle,0.27234926505901463,0.07711116680110887,3.531904344820499,21.920082670848622,0.001882608121909088
ran_pars,subj_id,sd__(Intercept),0.1515549175214861,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,-0.2875122712315676,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.2774646111807582,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.0672525324918097,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.29767767947948426,NA,NA,NA,NA
fixed,NA,(Intercept),0.06202997792013439,0.04780026024355927,1.2976912176642903,14.789001809391861,0.2142701409515007
fixed,NA,SpeechStyle,0.24544423255373007,0.07560535008665892,3.246387091289197,18.978969741892378,0.004252652770805219
ran_pars,subj_id,sd__(Intercept),0.12072664153269258,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,-0.2697497639998377,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.2380428214083772,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.07818349060496706,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.3080052173192211,NA,NA,NA,NA
fixed,NA,(Intercept),0.03301590202709559,0.04972102958217351,0.6640228954336213,11.58068336732337,0.5196773999799628
fixed,NA,SpeechStyle,0.2817496387654824,0.08604874202457084,3.2743028211270078,20.110487271534346,0.0037733257642706985
ran_pars,subj_id,sd__(Intercept),0.06976403459303454,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,0.9999999998372465,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.2622491707737512,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.1006439566094772,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.2892939085532238,NA,NA,NA,NA
fixed,NA,(Intercept),0.021881130156162037,0.056549410137767014,0.38693825634705487,9.99989514833339,0.706908684743383
fixed,NA,SpeechStyle,0.2853005907919638,0.08605235534426908,3.3154303522612905,12.6752842809335,0.005755639812161006
ran_pars,subj_id,sd__(Intercept),0,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,NA,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.15564083935297937,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.12322802176336212,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.30991105977804684,NA,NA,NA,NA
fixed,NA,(Intercept),-0.058167878962493,0.04074765234370697,-1.4275148534164914,12.063452569531988,0.1788023365448965
fixed,NA,SpeechStyle,0.34887800993193824,0.06358120224691746,5.487125087334323,15.861901348299659,5.12478463105795e-5
ran_pars,subj_id,sd__(Intercept),0.07504674856948126,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,0.5598202871175656,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.1690794943465683,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.074107554821038,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.27109970401499545,NA,NA,NA,NA
fixed,NA,(Intercept),-0.025280179303430832,0.04142319752603444,-0.6102903883154425,12.286568373687311,0.552790736612208
fixed,NA,SpeechStyle,0.3414506113849688,0.05673115469730346,6.01874954258949,11.198474783435497,8.065807167360908e-5
ran_pars,subj_id,sd__(Intercept),0.0861257017256847,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,0.8635316840773614,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.09856543429086517,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.06744138260529178,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.30564836845773247,NA,NA,NA,NA
fixed,NA,(Intercept),-0.006512954960076555,0.04447812859506649,-0.14643050788784698,13.416523192399405,0.8857589454383885
fixed,NA,SpeechStyle,0.3963948547088428,0.06876308637360778,5.764646056681141,16.772030150933897,2.4122955731845536e-5
ran_pars,subj_id,sd__(Intercept),0.10052114101196337,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,0.0549928979620666,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.19680218597452243,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.07482316091916878,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.29980766564154315,NA,NA,NA,NA
fixed,NA,(Intercept),-0.05815449208124797,0.04129900535271518,-1.4081329945982495,17.223475153568476,0.17688618679095006
fixed,NA,SpeechStyle,0.35956987299829374,0.07105834514832712,5.060206120023312,21.91185513981672,4.606399374744413e-5
ran_pars,subj_id,sd__(Intercept),0.13307018402850582,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,-0.1129886293861812,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.27336622551090656,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.04913222754055595,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.285352531706287,NA,NA,NA,NA
fixed,NA,(Intercept),0.0015908675981945216,0.05264957169705042,0.030216154603279456,11.402817996912287,0.9764170664806103
fixed,NA,SpeechStyle,0.2648308556252956,0.08070520359141772,3.2814594826628753,14.744840746671105,0.005145693976706216
ran_pars,subj_id,sd__(Intercept),0.07562780073039696,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,0.3418280552936583,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.18629044681311377,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.10778543161479189,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.29329605807432846,NA,NA,NA,NA
fixed,NA,(Intercept),-0.00711217544562902,0.04467607040986915,-0.1591942930606965,14.107874828063064,0.8757723677961966
fixed,NA,SpeechStyle,0.30830269359589024,0.06728865266729848,4.581793235187213,16.48104561693126,2.8574480272803855e-4
ran_pars,subj_id,sd__(Intercept),0.10770319766089913,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,0.35167737979121205,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.18989629646375225,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.07359616890189406,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.2963504748087459,NA,NA,NA,NA
fixed,NA,(Intercept),0.06996733989646448,0.057765247658982645,1.2112358681385205,11.559389151898037,0.2499859407728248
fixed,NA,SpeechStyle,0.36808276639049275,0.08759185980918834,4.202248555885568,14.531797518359813,8.209911060713292e-4
ran_pars,subj_id,sd__(Intercept),0.08367274955532497,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,0.7838610283225969,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.19486079023575228,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.1211828523845314,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.2933411824903019,NA,NA,NA,NA
fixed,NA,(Intercept),0.015428310480993268,0.028889628589943008,0.5340432270688359,23.00124826101332,0.59843575866320875
fixed,NA,SpeechStyle,0.30737183209557956,0.07486375076216598,4.105749831745227,22.99979300090712,4.3250761052775487e-4
ran_pars,subj_id,sd__(Intercept),0.06707188682701491,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,0.584744862205144,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.321630088079881,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.30527381832401423,NA,NA,NA,NA
fixed,NA,(Intercept),-0.02988758043791586,0.070849803249806,-0.42184422633520435,11.500406164971528,0.6809167086720309
fixed,NA,SpeechStyle,0.3621208360109435,0.10881173492743657,3.3279575613092796,15.221731617706476,0.0045107431603988194
ran_pars,subj_id,sd__(Intercept),0.09607978373917447,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,-0.24583678701343087,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.24834885884788416,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.15582582015875202,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.29101135170552694,NA,NA,NA,NA
fixed,NA,(Intercept),0.07495638232447087,0.03868032373895001,1.9378426827641022,12.74847090464527,0.0751117837610752
fixed,NA,SpeechStyle,0.31296690661230825,0.06057313488968364,5.166760927633785,16.225131578393526,8.961093563623405e-5
ran_pars,subj_id,sd__(Intercept),0.08792148311277401,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,-0.28617677094074223,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.17805293913842546,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.05916035416307668,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.2916646168905009,NA,NA,NA,NA
fixed,NA,(Intercept),-0.022615085678982634,0.04377305380584784,-0.5166440015652137,9.99984953574679,0.6166368720680491
fixed,NA,SpeechStyle,0.39919810441999826,0.07753399017879403,5.1486851573025465,19.774293672811712,5.058235240480273e-5
ran_pars,subj_id,sd__(Intercept),0,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,NA,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.22870203256111407,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.08645241628836252,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.3107073666912297,NA,NA,NA,NA
fixed,NA,(Intercept),0.011464340197217602,0.03963657478128931,0.2892363999784717,10.214017647075838,0.7781863220667085
fixed,NA,SpeechStyle,0.316723682277311,0.06332064331640111,5.001902471121519,13.945940847079187,1.96088158922502e-4
ran_pars,subj_id,sd__(Intercept),0.02371290568918047,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,1,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.14812801819259488,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.07111393707605802,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.31856858006436883,NA,NA,NA,NA
fixed,NA,(Intercept),-0.0568410006997893,0.04207456187538792,-1.3509588256233087,10.403634044565115,0.2053571167607581
fixed,NA,SpeechStyle,0.45753242248027676,0.08453132294137984,5.412578515984696,23.9663140424738,1.4744269390006568e-5
ran_pars,subj_id,sd__(Intercept),0.031045863479573013,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,0.9999647941167455,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.2974018499259544,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.08618915127430846,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.26617654298685467,NA,NA,NA,NA
fixed,NA,(Intercept),0.10623056808875277,0.04753070428419219,2.2349883025840844,19.751950180442076,0.037138222945781216
fixed,NA,SpeechStyle,0.369669345057552,0.06661971332945721,5.54894830047393,19.535866802409064,2.1445433820829678e-5
ran_pars,subj_id,sd__(Intercept),0.17040441127445377,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,-0.5281589989823154,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.23696358132400955,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.050376143756765315,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.3003132521854037,NA,NA,NA,NA
fixed,NA,(Intercept),0.015594116945010226,0.043395221537072336,0.35935101591054774,10.29835981252297,0.7265917153514878
fixed,NA,SpeechStyle,0.35884440093779685,0.07166135294614638,5.007502456832889,15.991771498030877,1.2909864548921656e-4
ran_pars,subj_id,sd__(Intercept),0.028719120211502625,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,-0.9999999702686394,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.1857605764663225,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.08767014225925915,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.28593512704752333,NA,NA,NA,NA
fixed,NA,(Intercept),-0.009852152777201159,0.03709646941650259,-0.26558195246522215,15.859947491274626,0.7939824401439557
fixed,NA,SpeechStyle,0.38829482643612284,0.0458393036328042,8.470783708813707,12.700676804161768,1.4019458340766985e-6
ran_pars,subj_id,sd__(Intercept),0.13136856901851698,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,0.36982024526969276,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.1374412527619681,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.019794528626021834,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.2919166866349698,NA,NA,NA,NA
fixed,NA,(Intercept),0.020094309187279225,0.07620438695577245,0.26368966394207166,10.587600779222052,0.7970805220967516
fixed,NA,SpeechStyle,0.3049374173944357,0.11597254354338787,2.6293932001271654,13.75103101838319,0.020044110758197155
ran_pars,subj_id,sd__(Intercept),0.06793024442498449,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,-0.31646649933144844,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.2308223654128411,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.17264203219962582,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.30530315709749806,NA,NA,NA,NA
fixed,NA,(Intercept),-0.018534200646075343,0.051254190482006703,-0.3616133719365241,15.352123489051094,0.7225696832283983
fixed,NA,SpeechStyle,0.4214804019010345,0.07315252121951005,5.76166610356861,15.727913444855034,3.119796782515145e-5
ran_pars,subj_id,sd__(Intercept),0.12927085249286624,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,-0.11075697927630972,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.18909595779023708,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.08874879463750517,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.29830985405621707,NA,NA,NA,NA
fixed,NA,(Intercept),-0.004296185602118813,0.04332501549291686,-0.09916177878392657,13.718210985643687,0.9224442768581868
fixed,NA,SpeechStyle,0.29363322183928525,0.0629650019586968,4.66343544358023,14.762745878772398,3.188257614922029e-4
ran_pars,subj_id,sd__(Intercept),0.09938964919273764,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,-0.16309758437137717,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.15750576375157926,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.07385858434778758,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.2830268848535397,NA,NA,NA,NA
fixed,NA,(Intercept),0.020854557083278002,0.04939309845820364,0.42221601264648534,10.046852865553298,0.6817602838697951
fixed,NA,SpeechStyle,0.29754924650684766,0.08302450786873986,3.5838724509787796,17.005505315671325,0.00228660237484142
ran_pars,subj_id,sd__(Intercept),0.03626386858545121,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,-0.4089042172454877,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.22574152847757983,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.10192355556923256,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.30675948222960414,NA,NA,NA,NA
fixed,NA,(Intercept),-0.051140368435819004,0.06430289405896308,-0.7953043044831763,13.876896684043285,0.4398285905575613
fixed,NA,SpeechStyle,0.3666655041477353,0.08911035716777875,4.114734984816302,12.984610484827298,0.0012219441136819716
ran_pars,subj_id,sd__(Intercept),0.13333376215313886,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,-0.3316961029162271,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.1663073585872918,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.12942208455341384,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.2945351905706742,NA,NA,NA,NA
fixed,NA,(Intercept),-0.059598822130800276,0.0636392999514234,-0.9365097066795633,10.000091407462142,0.37107598510803264
fixed,NA,SpeechStyle,0.4260800594087694,0.10476144028519296,4.067145872077055,16.583614369385547,8.389079169669435e-4
ran_pars,subj_id,sd__(Intercept),0,NA,NA,NA,NA
ran_pars,subj_id,cor__(Intercept).SpeechStyle,NA,NA,NA,NA,NA
ran_pars,subj_id,sd__SpeechStyle,0.26268026377390263,NA,NA,NA,NA
ran_pars,item_id,sd__(Intercept),0.14223550075147304,NA,NA,NA,NA
ran_pars,Residual,sd__Observation,0.3124928920466855,NA,NA,NA,NA
fixed,NA,(Intercept),-0.06582544270580692,0.0506689716147719,-1.2991272687803348,13.333070860849682,0.21591703730607895
